ID	GachaID	PossessionCategory	PossessionID	PossessionNum	Weight
81	101010404	2	20202006	1	2815
82	101010404	3	30101003	1	5630
83	101010404	5	50101005	1	1407
84	101010404	6	60101006	1	5630
85	101010404	7	70411007	1	2815
86	101010405	2	20202007	1	2815
87	101010405	3	30101003	1	5630
88	101010405	5	50101005	1	1407
89	101010405	6	60101006	1	5630
90	101010405	7	70411007	1	2815
91	101010501	2	20202008	1	2815
92	101010501	3	30101003	1	5630
93	101010501	5	50101005	1	1407
94	101010501	6	60101006	1	5630
95	101010501	7	70411007	1	2815
96	101010502	2	20202008	1	2815
97	101010502	3	30101003	1	5630
98	101010502	5	50101005	1	1407
99	101010502	6	60101006	1	5630
100	101010502	7	70411007	1	2815
101	101010503	2	20202009	1	2815
102	101010503	3	30101003	1	5630
103	101010503	5	50101005	1	1407
104	101010503	6	60101006	1	5630
105	101010503	7	70411007	1	2815
106	101010504	2	20202009	1	2815
107	101010504	3	30101003	1	5630
108	101010504	5	50101005	1	1407
109	101010504	6	60101006	1	5630
110	101010504	7	70411007	1	2815
111	101010505	2	20202010	1	2815
112	101010505	3	30101003	1	5630
113	101010505	5	50101005	1	1407
114	101010505	6	60101006	1	5630
115	101010505	7	70411007	1	2815
116	101010506	2	20202010	1	2815
117	101010506	3	30101003	1	5630
118	101010506	5	50101005	1	1407
119	101010506	6	60101006	1	5630
120	101010506	7	70411007	1	2815
121	101010507	2	20202011	1	2815
122	101010507	3	30101003	1	5630
123	101010507	5	50101005	1	1407
124	101010507	6	60101006	1	5630
125	101010507	7	70411007	1	2815
126	101010508	2	20202011	1	2815
127	101010508	3	30101003	1	5630
128	101010508	5	50101005	1	1407
129	101010508	6	60101006	1	5630
130	101010508	7	70411007	1	2815
131	101010509	1	10203001	1	2815
132	101010509	3	30101003	1	5630
133	101010509	5	50101005	1	1407
134	101010509	6	60101006	1	5630
135	101010509	7	70411007	1	2815
136	101010510	1	10203001	1	2815
137	101010510	3	30101003	1	5630
138	101010510	5	50101005	1	1407
139	101010510	6	60101006	1	5630
140	101010510	7	70411007	1	2815
141	101010601	1	10203002	1	2815
142	101010601	3	30101003	1	5630
143	101010601	5	50101005	1	1407
144	101010601	6	60101006	1	5630
145	101010601	7	70411007	1	2815
146	101010602	1	10203003	1	2815
147	101010602	3	30101003	1	5630
148	101010602	5	50101005	1	1407
149	101010602	6	60101006	1	5630
150	101010602	7	70411007	1	2815
151	101010603	1	10203003	1	2815
152	101010603	3	30101003	1	5630
153	101010603	5	50101005	1	1407
154	101010603	6	60101006	1	5630
155	101010603	7	70411007	1	2815
156	101010604	1	10203003	1	2815
157	101010604	3	30101003	1	5630
158	101010604	5	50101005	1	1407
159	101010604	6	60101006	1	5630
160	101010604	7	70411007	1	2815
161	101010605	1	10203004	1	2815
162	101010605	3	30101003	1	5630
163	101010605	5	50101005	1	1407
164	101010605	6	60101006	1	5630
165	101010605	7	70411007	1	2815
166	101010606	1	10203004	1	2815
167	101010606	3	30101003	1	5630
168	101010606	5	50101005	1	1407
169	101010606	6	60101006	1	5630
170	101010606	7	70411007	1	2815
171	101010607	1	10203004	1	2815
172	101010607	3	30101003	1	5630
173	101010607	5	50101005	1	1407
174	101010607	6	60101006	1	5630
175	101010607	7	70411007	1	2815
176	101010608	1	10203005	1	2815
177	101010608	3	30101003	1	5630
178	101010608	5	50101005	1	1407
179	101010608	6	60101006	1	5630
180	101010608	7	70411007	1	2815
181	101010609	1	10203005	1	2815
182	101010609	3	30101003	1	5630
183	101010609	5	50101005	1	1407
184	101010609	6	60101006	1	5630
185	101010609	7	70411007	1	2815
186	101010610	1	10203005	1	2815
187	101010610	3	30101003	1	5630
188	101010610	5	50101005	1	1407
189	101010610	6	60101006	1	5630
190	101010610	7	70411007	1	2815
191	101010611	1	10203006	1	2815
192	101010611	3	30101003	1	5630
193	101010611	5	50101005	1	1407
194	101010611	6	60101006	1	5630
195	101010611	7	70411007	1	2815
196	101010612	1	10203006	1	2815
197	101010612	3	30101003	1	5630
198	101010612	5	50101005	1	1407
199	101010612	6	60101006	1	5630
200	101010612	7	70411007	1	2815
201	101010613	1	10203006	1	2815
202	101010613	3	30101003	1	5630
203	101010613	5	50101005	1	1407
204	101010613	6	60101006	1	5630
205	101010613	7	70411007	1	2815
206	101010614	1	10203007	1	2815
207	101010614	3	30101003	1	5630
208	101010614	5	50101005	1	1407
209	101010614	6	60101006	1	5630
210	101010614	7	70411007	1	2815
211	101010615	1	10203007	1	2815
212	101010615	3	30101003	1	5630
213	101010615	5	50101005	1	1407
214	101010615	6	60101006	1	5630
215	101010615	7	70411007	1	2815
216	101010616	1	10203007	1	2815
217	101010616	3	30101003	1	5630
218	101010616	5	50101005	1	1407
219	101010616	6	60101006	1	5630
220	101010616	7	70411007	1	2815
221	101010617	1	10203008	1	2815
222	101010617	3	30101003	1	5630
223	101010617	5	50101005	1	1407
224	101010617	6	60101006	1	5630
225	101010617	7	70411007	1	2815
226	101010618	1	10203008	1	2815
227	101010618	3	30101003	1	5630
228	101010618	5	50101005	1	1407
229	101010618	6	60101006	1	5630
230	101010618	7	70411007	1	2815
231	101010619	1	10203008	1	2815
232	101010619	3	30101003	1	5630
233	101010619	5	50101005	1	1407
234	101010619	6	60101006	1	5630
235	101010619	7	70411007	1	2815
236	102010101	1	10203009	1	2815
237	102010101	3	30101003	1	5630
238	102010101	5	50101005	1	1407
239	102010101	6	60101006	1	5630
240	102010101	7	70411007	1	2815
241	102010102	1	10203009	1	2815
242	102010102	3	30101003	1	5630
243	102010102	5	50101005	1	1407
244	102010102	6	60101006	1	5630
245	102010102	7	70411007	1	2815
246	102010103	1	10203009	1	2815
247	102010103	3	30101003	1	5630
248	102010103	5	50101005	1	1407
249	102010103	6	60101006	1	5630
250	102010103	7	70411007	1	2815
251	102010201	1	10203009	1	2815
252	102010201	3	30101003	1	5630
253	102010201	5	50101005	1	1407
254	102010201	6	60101006	1	5630
255	102010201	7	70411007	1	2815
256	102010202	1	10203009	1	2815
257	102010202	3	30101003	1	5630
258	102010202	5	50101005	1	1407
259	102010202	6	60101006	1	5630
260	102010202	7	70411007	1	2815
261	102010203	1	10203009	1	2815
262	102010203	3	30101003	1	5630
263	102010203	5	50101005	1	1407
264	102010203	6	60101006	1	5630
265	102010203	7	70411007	1	2815
266	102010204	1	10203009	1	2815
267	102010204	3	30101003	1	5630
268	102010204	5	50101005	1	1407
269	102010204	6	60101006	1	5630
270	102010204	7	70411007	1	2815
271	102010205	1	10203009	1	2815
272	102010205	3	30101003	1	5630
273	102010205	5	50101005	1	1407
274	102010205	6	60101006	1	5630
275	102010205	7	70411007	1	2815
276	102010301	1	10203009	1	2815
277	102010301	3	30101003	1	5630
278	102010301	5	50101005	1	1407
279	102010301	6	60101006	1	5630
280	102010301	7	70411007	1	2815
281	102010302	1	10203009	1	2815
282	102010302	3	30101003	1	5630
283	102010302	5	50101005	1	1407
284	102010302	6	60101006	1	5630
285	102010302	7	70411007	1	2815
286	102010303	1	10203009	1	2815
287	102010303	3	30101003	1	5630
288	102010303	5	50101005	1	1407
289	102010303	6	60101006	1	5630
290	102010303	7	70411007	1	2815
291	102010304	1	10203009	1	2815
292	102010304	3	30101003	1	5630
293	102010304	5	50101005	1	1407
294	102010304	6	60101006	1	5630
295	102010304	7	70411007	1	2815
296	102010305	1	10203009	1	2815
297	102010305	3	30101003	1	5630
298	102010305	5	50101005	1	1407
299	102010305	6	60101006	1	5630
300	102010305	7	70411007	1	2815
301	102010401	1	10203009	1	2815
302	102010401	3	30101003	1	5630
303	102010401	5	50101005	1	1407
304	102010401	6	60101006	1	5630
305	102010401	7	70411007	1	2815
306	102010402	1	10203009	1	2815
307	102010402	3	30101003	1	5630
308	102010402	5	50101005	1	1407
309	102010402	6	60101006	1	5630
310	102010402	7	70411007	1	2815
311	102010403	1	10203009	1	2815
312	102010403	3	30101003	1	5630
313	102010403	5	50101005	1	1407
314	102010403	6	60101006	1	5630
315	102010403	7	70411007	1	2815
316	102010404	1	10203009	1	2815
317	102010404	3	30101003	1	5630
318	102010404	5	50101005	1	1407
319	102010404	6	60101006	1	5630
320	102010404	7	70411007	1	2815
321	102010405	1	10203009	1	2815
322	102010405	3	30101003	1	5630
323	102010405	5	50101005	1	1407
324	102010405	6	60101006	1	5630
325	102010405	7	70411007	1	2815
326	102010502	1	10203009	1	2815
327	102010502	3	30101003	1	5630
328	102010502	5	50101005	1	1407
329	102010502	6	60101006	1	5630
330	102010502	7	70411007	1	2815
331	102010504	1	10203009	1	2815
332	102010504	3	30101003	1	5630
333	102010504	5	50101005	1	1407
334	102010504	6	60101006	1	5630
335	102010504	7	70411007	1	2815
336	102010506	1	10203009	1	2815
337	102010506	3	30101003	1	5630
338	102010506	5	50101005	1	1407
339	102010506	6	60101006	1	5630
340	102010506	7	70411007	1	2815
341	102010508	1	10203009	1	2815
342	102010508	3	30101003	1	5630
343	102010508	5	50101005	1	1407
344	102010508	6	60101006	1	5630
345	102010508	7	70411007	1	2815
346	102010510	1	10203009	1	2815
347	102010510	3	30101003	1	5630
348	102010510	5	50101005	1	1407
349	102010510	6	60101006	1	5630
350	102010510	7	70411007	1	2815
351	102010601	1	10203009	1	2815
352	102010601	3	30101003	1	5630
353	102010601	5	50101005	1	1407
354	102010601	6	60101006	1	5630
355	102010601	7	70411007	1	2815
356	102010604	1	10203009	1	2815
357	102010604	3	30101003	1	5630
358	102010604	5	50101005	1	1407
359	102010604	6	60101006	1	5630
360	102010604	7	70411007	1	2815
361	102010607	1	10203009	1	2815
362	102010607	3	30101003	1	5630
363	102010607	5	50101005	1	1407
364	102010607	6	60101006	1	5630
365	102010607	7	70411007	1	2815
366	102010610	1	10203009	1	2815
367	102010610	3	30101003	1	5630
368	102010610	5	50101005	1	1407
369	102010610	6	60101006	1	5630
370	102010610	7	70411007	1	2815
371	102010613	1	10203009	1	2815
372	102010613	3	30101003	1	5630
373	102010613	5	50101005	1	1407
374	102010613	6	60101006	1	5630
375	102010613	7	70411007	1	2815
376	102010616	1	10203009	1	2815
377	102010616	3	30101003	1	5630
378	102010616	5	50101005	1	1407
379	102010616	6	60101006	1	5630
380	102010616	7	70411007	1	2815
381	102010619	1	10203009	1	2815
382	102010619	3	30101003	1	5630
383	102010619	5	50101005	1	1407
384	102010619	6	60101006	1	5630
385	102010619	7	70411007	1	2815
386	104010001	3	30101003	1	5630
387	104010001	3	30203003	1	2815
388	104010001	5	50101005	1	1407
389	104010001	5	50203005	1	703
390	104010001	6	60101006	1	5630
391	104010001	6	60203006	1	2815
392	104010001	7	70411007	1	2815
393	104010002	3	30101003	1	5630
394	104010002	3	30203003	1	2815
395	104010002	5	50101005	1	1407
396	104010002	5	50203005	1	703
397	104010002	6	60101006	1	5630
398	104010002	6	60203006	1	2815
399	104010002	7	70411007	1	2815
400	104010003	3	30101003	1	5630
401	104010003	3	30203003	1	2815
402	104010003	5	50101005	1	1407
403	104010003	5	50203005	1	703
404	104010003	6	60101006	1	5630
405	104010003	6	60203006	1	2815
406	104010003	7	70411007	1	2815
407	104010004	3	30101003	1	5630
408	104010004	3	30203003	1	2815
409	104010004	5	50101005	1	1407
410	104010004	5	50203005	1	703
411	104010004	6	60101006	1	5630
412	104010004	6	60203006	1	2815
413	104010004	7	70411007	1	2815
414	104010005	3	30101003	1	5630
415	104010005	3	30203003	1	2815
416	104010005	5	50101005	1	1407
417	104010005	5	50203005	1	703
418	104010005	6	60101006	1	5630
419	104010005	6	60203006	1	2815
420	104010005	7	70411007	1	2815
421	104010006	3	30101003	1	5630
422	104010006	3	30203003	1	2815
423	104010006	5	50101005	1	1407
424	104010006	5	50203005	1	703
425	104010006	6	60101006	1	5630
426	104010006	6	60203006	1	2815
427	104010006	7	70411007	1	2815
428	104020001	3	30101003	1	5630
429	104020001	3	30203003	1	2815
430	104020001	5	50101005	1	1407
431	104020001	5	50203005	1	703
432	104020001	6	60101006	1	5630
433	104020001	6	60203006	1	2815
434	104020001	7	70411007	1	2815
435	104020002	3	30101003	1	5630
436	104020002	3	30203003	1	2815
437	104020002	5	50101005	1	1407
438	104020002	5	50203005	1	703
439	104020002	6	60101006	1	5630
440	104020002	6	60203006	1	2815
441	104020002	7	70411007	1	2815
442	104020003	3	30101003	1	5630
443	104020003	3	30203003	1	2815
444	104020003	5	50101005	1	1407
445	104020003	5	50203005	1	703
446	104020003	6	60101006	1	5630
447	104020003	6	60203006	1	2815
448	104020003	7	70411007	1	2815
449	104020004	3	30101003	1	5630
450	104020004	3	30203003	1	2815
451	104020004	5	50101005	1	1407
452	104020004	5	50203005	1	703
453	104020004	6	60101006	1	5630
454	104020004	6	60203006	1	2815
455	104020004	7	70411007	1	2815
456	104020005	3	30101003	1	5630
457	104020005	3	30203003	1	2815
458	104020005	5	50101005	1	1407
459	104020005	5	50203005	1	703
460	104020005	6	60101006	1	5630
461	104020005	6	60203006	1	2815
462	104020005	7	70411007	1	2815
463	104020006	3	30101003	1	5630
464	104020006	3	30203003	1	2815
465	104020006	5	50101005	1	1407
466	104020006	5	50203005	1	703
467	104020006	6	60101006	1	5630
468	104020006	6	60203006	1	2815
469	104020006	7	70411007	1	2815
470	104030001	3	30101003	1	5630
471	104030001	3	30203003	1	2815
472	104030001	5	50101005	1	1407
473	104030001	5	50203005	1	703
474	104030001	6	60101006	1	5630
475	104030001	6	60203006	1	2815
476	104030001	7	70411007	1	2815
477	104030002	3	30101003	1	5630
478	104030002	3	30203003	1	2815
479	104030002	5	50101005	1	1407
480	104030002	5	50203005	1	703
481	104030002	6	60101006	1	5630
482	104030002	6	60203006	1	2815
483	104030002	7	70411007	1	2815
484	104030003	3	30101003	1	5630
485	104030003	3	30203003	1	2815
486	104030003	5	50101005	1	1407
487	104030003	5	50203005	1	703
488	104030003	6	60101006	1	5630
489	104030003	6	60203006	1	2815
490	104030003	7	70411007	1	2815
491	104030004	3	30101003	1	5630
492	104030004	3	30203003	1	2815
493	104030004	5	50101005	1	1407
494	104030004	5	50203005	1	703
495	104030004	6	60101006	1	5630
496	104030004	6	60203006	1	2815
497	104030004	7	70411007	1	2815
498	104030005	3	30101003	1	5630
499	104030005	3	30203003	1	2815
500	104030005	5	50101005	1	1407
501	104030005	5	50203005	1	703
502	104030005	6	60101006	1	5630
503	104030005	6	60203006	1	2815
504	104030005	7	70411007	1	2815
505	104030006	3	30101003	1	5630
506	104030006	3	30203003	1	2815
507	104030006	5	50101005	1	1407
508	104030006	5	50203005	1	703
509	104030006	6	60101006	1	5630
510	104030006	6	60203006	1	2815
511	104030006	7	70411007	1	2815
512	104040001	3	30101003	1	5630
513	104040001	3	30203003	1	2815
514	104040001	5	50101005	1	1407
515	104040001	5	50203005	1	703
516	104040001	6	60101006	1	5630
517	104040001	6	60203006	1	2815
518	104040001	7	70411007	1	2815
519	104040002	3	30101003	1	5630
520	104040002	3	30203003	1	2815
521	104040002	5	50101005	1	1407
522	104040002	5	50203005	1	703
523	104040002	6	60101006	1	5630
524	104040002	6	60203006	1	2815
525	104040002	7	70411007	1	2815
526	104040003	3	30101003	1	5630
527	104040003	3	30203003	1	2815
528	104040003	5	50101005	1	1407
529	104040003	5	50203005	1	703
530	104040003	6	60101006	1	5630
531	104040003	6	60203006	1	2815
532	104040003	7	70411007	1	2815
533	104040004	3	30101003	1	5630
534	104040004	3	30203003	1	2815
535	104040004	5	50101005	1	1407
536	104040004	5	50203005	1	703
537	104040004	6	60101006	1	5630
538	104040004	6	60203006	1	2815
539	104040004	7	70411007	1	2815
540	104040005	3	30101003	1	5630
541	104040005	3	30203003	1	2815
542	104040005	5	50101005	1	1407
543	104040005	5	50203005	1	703
544	104040005	6	60101006	1	5630
545	104040005	6	60203006	1	2815
546	104040005	7	70411007	1	2815
547	104040006	3	30101003	1	5630
548	104040006	3	30203003	1	2815
549	104040006	5	50101005	1	1407
550	104040006	5	50203005	1	703
551	104040006	6	60101006	1	5630
552	104040006	6	60203006	1	2815
553	104040006	7	70411007	1	2815
554	104050001	3	30101003	1	5630
555	104050001	3	30203003	1	2815
556	104050001	5	50101005	1	1407
557	104050001	5	50203005	1	703
558	104050001	6	60101006	1	5630
559	104050001	6	60203006	1	2815
560	104050001	7	70411007	1	2815
561	104050002	3	30101003	1	5630
562	104050002	3	30203003	1	2815
563	104050002	5	50101005	1	1407
564	104050002	5	50203005	1	703
565	104050002	6	60101006	1	5630
566	104050002	6	60203006	1	2815
567	104050002	7	70411007	1	2815
568	104050003	3	30101003	1	5630
569	104050003	3	30203003	1	2815
570	104050003	5	50101005	1	1407
571	104050003	5	50203005	1	703
572	104050003	6	60101006	1	5630
573	104050003	6	60203006	1	2815
574	104050003	7	70411007	1	2815
575	104050004	3	30101003	1	5630
576	104050004	3	30203003	1	2815
577	104050004	5	50101005	1	1407
578	104050004	5	50203005	1	703
579	104050004	6	60101006	1	5630
580	104050004	6	60203006	1	2815
581	104050004	7	70411007	1	2815
582	104050005	3	30101003	1	5630
583	104050005	3	30203003	1	2815
584	104050005	5	50101005	1	1407
585	104050005	5	50203005	1	703
586	104050005	6	60101006	1	5630
587	104050005	6	60203006	1	2815
588	104050005	7	70411007	1	2815
589	104050006	3	30101003	1	5630
590	104050006	3	30203003	1	2815
591	104050006	5	50101005	1	1407
592	104050006	5	50203005	1	703
593	104050006	6	60101006	1	5630
594	104050006	6	60203006	1	2815
595	104050006	7	70411007	1	2815
596	104060001	3	30101003	1	5630
597	104060001	3	30203003	1	2815
598	104060001	5	50101005	1	1407
599	104060001	5	50203005	1	703
600	104060001	6	60101006	1	5630
601	104060001	6	60203006	1	2815
602	104060001	7	70411007	1	2815
603	104060002	3	30101003	1	5630
604	104060002	3	30203003	1	2815
605	104060002	5	50101005	1	1407
606	104060002	5	50203005	1	703
607	104060002	6	60101006	1	5630
608	104060002	6	60203006	1	2815
609	104060002	7	70411007	1	2815
610	104060003	3	30101003	1	5630
611	104060003	3	30203003	1	2815
612	104060003	5	50101005	1	1407
613	104060003	5	50203005	1	703
614	104060003	6	60101006	1	5630
615	104060003	6	60203006	1	2815
616	104060003	7	70411007	1	2815
617	104060004	3	30101003	1	5630
618	104060004	3	30203003	1	2815
619	104060004	5	50101005	1	1407
620	104060004	5	50203005	1	703
621	104060004	6	60101006	1	5630
622	104060004	6	60203006	1	2815
623	104060004	7	70411007	1	2815
624	104060005	3	30101003	1	5630
625	104060005	3	30203003	1	2815
626	104060005	5	50101005	1	1407
627	104060005	5	50203005	1	703
628	104060005	6	60101006	1	5630
629	104060005	6	60203006	1	2815
630	104060005	7	70411007	1	2815
631	104060006	3	30101003	1	5630
632	104060006	3	30203003	1	2815
633	104060006	5	50101005	1	1407
634	104060006	5	50203005	1	703
635	104060006	6	60101006	1	5630
636	104060006	6	60203006	1	2815
637	104060006	7	70411007	1	2815
638	103010001	3	30101003	1	5630
639	103010001	3	30203003	1	2815
640	103010001	5	50101005	1	1407
641	103010001	5	50203005	1	703
642	103010001	6	60101006	1	5630
643	103010001	6	60203006	1	2815
644	103010001	7	70411007	1	2815
645	103010002	3	30101003	1	5630
646	103010002	3	30203003	1	2815
647	103010002	5	50101005	1	1407
648	103010002	5	50203005	1	703
649	103010002	6	60101006	1	5630
650	103010002	6	60203006	1	2815
651	103010002	7	70411007	1	2815
652	103010003	3	30101003	1	5630
653	103010003	3	30203003	1	2815
654	103010003	5	50101005	1	1407
655	103010003	5	50203005	1	703
656	103010003	6	60101006	1	5630
657	103010003	6	60203006	1	2815
658	103010003	7	70411007	1	2815
659	103010004	3	30101003	1	5630
660	103010004	3	30203003	1	2815
661	103010004	5	50101005	1	1407
662	103010004	5	50203005	1	703
663	103010004	6	60101006	1	5630
664	103010004	6	60203006	1	2815
665	103010004	7	70411007	1	2815
666	103010005	3	30101003	1	5630
667	103010005	3	30203003	1	2815
668	103010005	5	50101005	1	1407
669	103010005	5	50203005	1	703
670	103010005	6	60101006	1	5630
671	103010005	6	60203006	1	2815
672	103010005	7	70411007	1	2815
673	103010006	3	30101003	1	5630
674	103010006	3	30203003	1	2815
675	103010006	5	50101005	1	1407
676	103010006	5	50203005	1	703
677	103010006	6	60101006	1	5630
678	103010006	6	60203006	1	2815
679	103010006	7	70411007	1	2815
680	103020001	3	30101003	1	5630
681	103020001	3	30203003	1	2815
682	103020001	5	50101005	1	1407
683	103020001	5	50203005	1	703
684	103020001	6	60101006	1	5630
685	103020001	6	60203006	1	2815
686	103020001	7	70411007	1	2815
687	103020002	3	30101003	1	5630
688	103020002	3	30203003	1	2815
689	103020002	5	50101005	1	1407
690	103020002	5	50203005	1	703
691	103020002	6	60101006	1	5630
692	103020002	6	60203006	1	2815
693	103020002	7	70411007	1	2815
694	103020003	3	30101003	1	5630
695	103020003	3	30203003	1	2815
696	103020003	5	50101005	1	1407
697	103020003	5	50203005	1	703
698	103020003	6	60101006	1	5630
699	103020003	6	60203006	1	2815
700	103020003	7	70411007	1	2815
701	103020004	3	30101003	1	5630
702	103020004	3	30203003	1	2815
703	103020004	5	50101005	1	1407
704	103020004	5	50203005	1	703
705	103020004	6	60101006	1	5630
706	103020004	6	60203006	1	2815
707	103020004	7	70411007	1	2815
708	103020005	3	30101003	1	5630
709	103020005	3	30203003	1	2815
710	103020005	5	50101005	1	1407
711	103020005	5	50203005	1	703
712	103020005	6	60101006	1	5630
713	103020005	6	60203006	1	2815
714	103020005	7	70411007	1	2815
715	103020006	3	30101003	1	5630
716	103020006	3	30203003	1	2815
717	103020006	5	50101005	1	1407
718	103020006	5	50203005	1	703
719	103020006	6	60101006	1	5630
720	103020006	6	60203006	1	2815
721	103020006	7	70411007	1	2815
722	103030001	3	30101003	1	5630
723	103030001	3	30203003	1	2815
724	103030001	5	50101005	1	1407
725	103030001	5	50203005	1	703
726	103030001	6	60101006	1	5630
727	103030001	6	60203006	1	2815
728	103030001	7	70411007	1	2815
729	103030002	3	30101003	1	5630
730	103030002	3	30203003	1	2815
731	103030002	5	50101005	1	1407
732	103030002	5	50203005	1	703
733	103030002	6	60101006	1	5630
734	103030002	6	60203006	1	2815
735	103030002	7	70411007	1	2815
736	103030003	3	30101003	1	5630
737	103030003	3	30203003	1	2815
738	103030003	5	50101005	1	1407
739	103030003	5	50203005	1	703
740	103030003	6	60101006	1	5630
741	103030003	6	60203006	1	2815
742	103030003	7	70411007	1	2815
743	103030004	3	30101003	1	5630
744	103030004	3	30203003	1	2815
745	103030004	5	50101005	1	1407
746	103030004	5	50203005	1	703
747	103030004	6	60101006	1	5630
748	103030004	6	60203006	1	2815
749	103030004	7	70411007	1	2815
750	103030005	3	30101003	1	5630
751	103030005	3	30203003	1	2815
752	103030005	5	50101005	1	1407
753	103030005	5	50203005	1	703
754	103030005	6	60101006	1	5630
755	103030005	6	60203006	1	2815
756	103030005	7	70411007	1	2815
757	103030006	3	30101003	1	5630
758	103030006	3	30203003	1	2815
759	103030006	5	50101005	1	1407
760	103030006	5	50203005	1	703
761	103030006	6	60101006	1	5630
762	103030006	6	60203006	1	2815
763	103030006	7	70411007	1	2815
764	103040001	3	30101003	1	5630
765	103040001	3	30203003	1	2815
766	103040001	5	50101005	1	1407
767	103040001	5	50203005	1	703
768	103040001	6	60101006	1	5630
769	103040001	6	60203006	1	2815
770	103040001	7	70411007	1	2815
771	103040002	3	30101003	1	5630
772	103040002	3	30203003	1	2815
773	103040002	5	50101005	1	1407
774	103040002	5	50203005	1	703
775	103040002	6	60101006	1	5630
776	103040002	6	60203006	1	2815
777	103040002	7	70411007	1	2815
778	103040003	3	30101003	1	5630
779	103040003	3	30203003	1	2815
780	103040003	5	50101005	1	1407
781	103040003	5	50203005	1	703
782	103040003	6	60101006	1	5630
783	103040003	6	60203006	1	2815
784	103040003	7	70411007	1	2815
785	103040004	3	30101003	1	5630
786	103040004	3	30203003	1	2815
787	103040004	5	50101005	1	1407
788	103040004	5	50203005	1	703
789	103040004	6	60101006	1	5630
790	103040004	6	60203006	1	2815
791	103040004	7	70411007	1	2815
792	103040005	3	30101003	1	5630
793	103040005	3	30203003	1	2815
794	103040005	5	50101005	1	1407
795	103040005	5	50203005	1	703
796	103040005	6	60101006	1	5630
797	103040005	6	60203006	1	2815
798	103040005	7	70411007	1	2815
799	103040006	3	30101003	1	5630
800	103040006	3	30203003	1	2815
801	103040006	5	50101005	1	1407
802	103040006	5	50203005	1	703
803	103040006	6	60101006	1	5630
804	103040006	6	60203006	1	2815
805	103040006	7	70411007	1	2815
806	300000101	1	10101001	1	5630
807	300000101	1	10101001	3	1876
808	300000101	1	10101002	1	5630
809	300000101	1	10101002	3	1876
810	300000101	1	10101003	1	5630
811	300000101	1	10101003	3	1876
812	300000101	1	10101004	1	5630
813	300000101	1	10101004	3	1876
814	300000101	1	10101005	1	5630
815	300000101	1	10101005	3	1876
816	300000101	1	10101006	1	5630
817	300000101	1	10101006	3	1876
818	300000101	1	10101007	1	5630
819	300000101	1	10101007	3	1876
820	300000101	1	10101008	1	5630
821	300000101	1	10101008	3	1876
822	300000101	1	10101009	1	5630
823	300000101	1	10101009	3	1876
