ID	MerchandizeGroupID	MinPlayerLevel	MaxPlayerLevel	MerchandisePossessionCategory	MerchandisePossessionID	MerchandisePossessionNum	PaymentPossessionCategory	PaymentPossessionID	PaymentPossessionNum	Weight
101000290	101	1	20	2	20306009	3	11	2	1800	74
101000291	101	1	20	2	20306009	1	11	3	30	62
101000292	101	1	20	2	20306009	3	11	3	90	20
101000293	101	1	20	2	20306009	5	11	3	150	12
101000294	101	1	20	2	20306009	10	11	3	300	6
101000295	101	1	20	2	20306010	1	11	2	600	223
101000296	101	1	20	2	20306010	2	11	2	1200	111
101000297	101	1	20	2	20306010	3	11	2	1800	74
101000298	101	1	20	2	20306010	1	11	3	30	62
101000299	101	1	20	2	20306010	3	11	3	90	20
101000300	101	1	20	2	20306010	5	11	3	150	12
101000301	101	1	20	2	20306010	10	11	3	300	6
101000302	101	1	20	2	20306011	1	11	2	600	223
101000303	101	1	20	2	20306011	2	11	2	1200	111
101000304	101	1	20	2	20306011	3	11	2	1800	74
101000305	101	1	20	2	20306011	1	11	3	30	62
101000306	101	1	20	2	20306011	3	11	3	90	20
101000307	101	1	20	2	20306011	5	11	3	150	12
101000308	101	1	20	2	20306011	10	11	3	300	6
101000309	101	1	20	2	20407001	1	11	2	700	178
101000310	101	1	20	2	20407001	2	11	2	1400	89
101000311	101	1	20	2	20407001	3	11	2	2100	59
101000312	101	1	20	2	20407001	1	11	3	35	50
101000313	101	1	20	2	20407001	3	11	3	105	16
101000314	101	1	20	2	20407001	5	11	3	175	10
101000315	101	1	20	2	20407001	10	11	3	350	5
101000316	101	1	20	2	20407003	1	11	2	700	178
101000317	101	1	20	2	20407003	2	11	2	1400	89
101000318	101	1	20	2	20407003	3	11	2	2100	59
101000319	101	1	20	2	20407003	1	11	3	35	50
101000320	101	1	20	2	20407003	3	11	3	105	16
101000321	101	1	20	2	20407003	5	11	3	175	10
101000322	101	1	20	2	20407003	10	11	3	350	5
101000323	101	1	20	2	20407006	1	11	2	700	178
101000324	101	1	20	2	20407006	2	11	2	1400	89
101000325	101	1	20	2	20407006	3	11	2	2100	59
101000326	101	1	20	2	20407006	1	11	3	35	50
101000327	101	1	20	2	20407006	3	11	3	105	16
101000328	101	1	20	2	20407006	5	11	3	175	10
101000329	101	1	20	2	20407006	10	11	3	350	5
101000330	101	1	20	2	20407009	1	11	2	700	178
101000331	101	1	20	2	20407009	2	11	2	1400	89
101000332	101	1	20	2	20407009	3	11	2	2100	59
101000333	101	1	20	2	20407009	1	11	3	35	50
101000334	101	1	20	2	20407009	3	11	3	105	16
101000335	101	1	20	2	20407009	5	11	3	175	10
101000336	101	1	20	2	20407009	10	11	3	350	5
101000337	101	1	20	2	20408001	1	11	2	800	142
101000338	101	1	20	2	20408001	2	11	2	1600	71
101000339	101	1	20	2	20408001	3	11	2	2400	47
101000340	101	1	20	2	20408001	1	11	3	40	40
101000341	101	1	20	2	20408001	3	11	3	120	13
101000342	101	1	20	2	20408001	5	11	3	200	8
101000343	101	1	20	2	20408001	10	11	3	400	4
101000344	101	1	20	2	20408003	1	11	2	800	142
101000345	101	1	20	2	20408003	2	11	2	1600	71
101000346	101	1	20	2	20408003	3	11	2	2400	47
101000347	101	1	20	2	20408003	1	11	3	40	40
101000348	101	1	20	2	20408003	3	11	3	120	13
101000349	101	1	20	2	20408003	5	11	3	200	8
101000350	101	1	20	2	20408003	10	11	3	400	4
101000351	101	1	20	2	20408006	1	11	2	800	142
101000352	101	1	20	2	20408006	2	11	2	1600	71
101000353	101	1	20	2	20408006	3	11	2	2400	47
101000354	101	1	20	2	20408006	1	11	3	40	40
101000355	101	1	20	2	20408006	3	11	3	120	13
101000356	101	1	20	2	20408006	5	11	3	200	8
101000357	101	1	20	2	20408006	10	11	3	400	4
101000358	101	1	20	2	20408009	1	11	2	800	142
101000359	101	1	20	2	20408009	2	11	2	1600	71
101000360	101	1	20	2	20408009	3	11	2	2400	47
101000361	101	1	20	2	20408009	1	11	3	40	40
101000362	101	1	20	2	20408009	3	11	3	120	13
101000363	101	1	20	2	20408009	5	11	3	200	8
101000364	101	1	20	2	20408009	10	11	3	400	4
101000365	101	1	20	2	20409001	1	11	2	900	114
101000366	101	1	20	2	20409001	2	11	2	1800	57
101000367	101	1	20	2	20409001	3	11	2	2700	38
101000368	101	1	20	2	20409001	1	11	3	45	32
101000369	101	1	20	2	20409001	3	11	3	135	10
101000370	101	1	20	2	20409001	5	11	3	225	6
101000371	101	1	20	2	20409001	10	11	3	450	3
101000372	101	1	20	2	20409003	1	11	2	900	114
101000373	101	1	20	2	20409003	2	11	2	1800	57
101000374	101	1	20	2	20409003	3	11	2	2700	38
101000375	101	1	20	2	20409003	1	11	3	45	32
101000376	101	1	20	2	20409003	3	11	3	135	10
101000377	101	1	20	2	20409003	5	11	3	225	6
101000378	101	1	20	2	20409003	10	11	3	450	3
101000379	101	1	20	2	20409006	1	11	2	900	114
101000380	101	1	20	2	20409006	2	11	2	1800	57
101000381	101	1	20	2	20409006	3	11	2	2700	38
101000382	101	1	20	2	20409006	1	11	3	45	32
101000383	101	1	20	2	20409006	3	11	3	135	10
101000384	101	1	20	2	20409006	5	11	3	225	6
101000385	101	1	20	2	20409006	10	11	3	450	3
101000386	101	1	20	2	20409009	1	11	2	900	114
101000387	101	1	20	2	20409009	2	11	2	1800	57
101000388	101	1	20	2	20409009	3	11	2	2700	38
101000389	101	1	20	2	20409009	1	11	3	45	32
101000390	101	1	20	2	20409009	3	11	3	135	10
101000391	101	1	20	2	20409009	5	11	3	225	6
101000392	101	1	20	2	20409009	10	11	3	450	3
101000393	101	1	20	2	20410001	1	11	2	1000	91
101000394	101	1	20	2	20410001	2	11	2	2000	45
101000395	101	1	20	2	20410001	3	11	2	3000	30
101000396	101	1	20	2	20410001	1	11	3	50	25
101000397	101	1	20	2	20410001	3	11	3	150	8
101000398	101	1	20	2	20410001	5	11	3	250	5
101000399	101	1	20	2	20410001	10	11	3	500	2
101000400	101	1	20	2	20410002	1	11	2	1000	91
101000401	101	1	20	2	20410002	2	11	2	2000	45
101000402	101	1	20	2	20410002	3	11	2	3000	30
101000403	101	1	20	2	20410002	1	11	3	50	25
101000404	101	1	20	2	20410002	3	11	3	150	8
101000405	101	1	20	2	20410002	5	11	3	250	5
101000406	101	1	20	2	20410002	10	11	3	500	2
101000407	101	1	20	2	20410006	1	11	2	1000	91
101000408	101	1	20	2	20410006	2	11	2	2000	45
101000409	101	1	20	2	20410006	3	11	2	3000	30
101000410	101	1	20	2	20410006	1	11	3	50	25
101000411	101	1	20	2	20410006	3	11	3	150	8
101000412	101	1	20	2	20410006	5	11	3	250	5
101000413	101	1	20	2	20410006	10	11	3	500	2
101000414	101	1	20	2	20410009	1	11	2	1000	91
101000415	101	1	20	2	20410009	2	11	2	2000	45
101000416	101	1	20	2	20410009	3	11	2	3000	30
101000417	101	1	20	2	20410009	1	11	3	50	25
101000418	101	1	20	2	20410009	3	11	3	150	8
101000419	101	1	20	2	20410009	5	11	3	250	5
101000420	101	1	20	2	20410009	10	11	3	500	2
101000421	101	1	20	2	20411001	1	11	2	1500	73
101000422	101	1	20	2	20411001	2	11	2	3000	36
101000423	101	1	20	2	20411001	3	11	2	4500	24
101000424	101	1	20	2	20411001	1	11	3	75	20
101000425	101	1	20	2	20411001	3	11	3	225	6
101000426	101	1	20	2	20411001	5	11	3	375	4
101000427	101	1	20	2	20411001	10	11	3	750	2
101000428	101	1	20	2	20411002	1	11	2	1500	73
101000429	101	1	20	2	20411002	2	11	2	3000	36
101000430	101	1	20	2	20411002	3	11	2	4500	24
101000431	101	1	20	2	20411002	1	11	3	75	20
101000432	101	1	20	2	20411002	3	11	3	225	6
101000433	101	1	20	2	20411002	5	11	3	375	4
101000434	101	1	20	2	20411002	10	11	3	750	2
101000435	101	1	20	2	20411006	1	11	2	1500	73
101000436	101	1	20	2	20411006	2	11	2	3000	36
101000437	101	1	20	2	20411006	3	11	2	4500	24
101000438	101	1	20	2	20411006	1	11	3	75	20
101000439	101	1	20	2	20411006	3	11	3	225	6
101000440	101	1	20	2	20411006	5	11	3	375	4
101000441	101	1	20	2	20411006	10	11	3	750	2
101000442	101	1	20	2	20411010	1	11	2	1500	73
101000443	101	1	20	2	20411010	2	11	2	3000	36
101000444	101	1	20	2	20411010	3	11	2	4500	24
101000445	101	1	20	2	20411010	1	11	3	75	20
101000446	101	1	20	2	20411010	3	11	3	225	6
101000447	101	1	20	2	20411010	5	11	3	375	4
101000448	101	1	20	2	20411010	10	11	3	750	2
101000449	101	1	20	2	20512001	1	11	2	2000	58
101000450	101	1	20	2	20512001	2	11	2	4000	29
101000451	101	1	20	2	20512001	3	11	2	6000	19
101000452	101	1	20	2	20512001	1	11	3	100	16
101000453	101	1	20	2	20512001	3	11	3	300	5
101000454	101	1	20	2	20512001	5	11	3	500	3
101000455	101	1	20	2	20512001	10	11	3	1000	1
101000456	101	1	20	2	20512002	1	11	2	2000	58
101000457	101	1	20	2	20512002	2	11	2	4000	29
101000458	101	1	20	2	20512002	3	11	2	6000	19
101000459	101	1	20	2	20512002	1	11	3	100	16
101000460	101	1	20	2	20512002	3	11	3	300	5
101000461	101	1	20	2	20512002	5	11	3	500	3
101000462	101	1	20	2	20512002	10	11	3	1000	1
101000463	101	1	20	2	20512007	1	11	2	2000	58
101000464	101	1	20	2	20512007	2	11	2	4000	29
101000465	101	1	20	2	20512007	3	11	2	6000	19
101000466	101	1	20	2	20512007	1	11	3	100	16
101000467	101	1	20	2	20512007	3	11	3	300	5
101000468	101	1	20	2	20512007	5	11	3	500	3
101000469	101	1	20	2	20512007	10	11	3	1000	1
101000470	101	1	20	2	20512009	1	11	2	2000	58
101000471	101	1	20	2	20512009	2	11	2	4000	29
101000472	101	1	20	2	20512009	3	11	2	6000	19
101000473	101	1	20	2	20512009	1	11	3	100	16
101000474	101	1	20	2	20512009	3	11	3	300	5
101000475	101	1	20	2	20512009	5	11	3	500	3
101000476	101	1	20	2	20512009	10	11	3	1000	1
101000477	101	1	20	3	30101003	5	11	2	5000	102
101000478	101	1	20	3	30101003	5	11	3	10	25
101000479	101	1	20	3	30203003	5	11	2	25000	160
101000480	101	1	20	3	30203003	5	11	3	60	40
101000481	101	1	20	3	30306003	5	11	3	250	20
101000482	101	1	20	3	30411003	5	11	3	1000	6
101000483	101	1	20	4	40300101	1	11	2	20000	409
101000484	101	1	20	4	40300101	1	11	3	40	44
101000485	101	1	20	4	40300101	2	11	3	80	22
101000486	101	1	20	4	40300101	3	11	3	120	14
101000487	101	1	20	4	40300101	4	11	3	160	11
101000488	101	1	20	4	40300101	5	11	3	200	8
101000489	101	1	20	4	40300105	1	11	2	20000	409
101000490	101	1	20	4	40300105	1	11	3	40	44
101000491	101	1	20	4	40300105	2	11	3	80	22
101000492	101	1	20	4	40300105	3	11	3	120	14
101000493	101	1	20	4	40300105	4	11	3	160	11
101000494	101	1	20	4	40300105	5	11	3	200	8
101000495	101	1	20	4	40300106	1	11	2	20000	409
101000496	101	1	20	4	40300106	1	11	3	40	44
101000497	101	1	20	4	40300106	2	11	3	80	22
101000498	101	1	20	4	40300106	3	11	3	120	14
101000499	101	1	20	4	40300106	4	11	3	160	11
101000500	101	1	20	4	40300106	5	11	3	200	8
101000501	101	1	20	4	40300109	1	11	2	20000	409
101000502	101	1	20	4	40300109	1	11	3	40	44
101000503	101	1	20	4	40300109	2	11	3	80	22
101000504	101	1	20	4	40300109	3	11	3	120	14
101000505	101	1	20	4	40300109	4	11	3	160	11
101000506	101	1	20	4	40300109	5	11	3	200	8
101000507	101	1	20	4	40300208	1	11	2	20000	409
101000508	101	1	20	4	40300208	1	11	3	40	44
101000509	101	1	20	4	40300208	2	11	3	80	22
101000510	101	1	20	4	40300208	3	11	3	120	14
101000511	101	1	20	4	40300208	4	11	3	160	11
101000512	101	1	20	4	40300208	5	11	3	200	8
101000513	101	1	20	4	40300211	1	11	2	20000	409
101000514	101	1	20	4	40300211	1	11	3	40	44
101000515	101	1	20	4	40300211	2	11	3	80	22
101000516	101	1	20	4	40300211	3	11	3	120	14
101000517	101	1	20	4	40300211	4	11	3	160	11
101000518	101	1	20	4	40300211	5	11	3	200	8
101000519	101	1	20	4	40300212	1	11	2	20000	409
101000520	101	1	20	4	40300212	1	11	3	40	44
101000521	101	1	20	4	40300212	2	11	3	80	22
101000522	101	1	20	4	40300212	3	11	3	120	14
101000523	101	1	20	4	40300212	4	11	3	160	11
101000524	101	1	20	4	40300212	5	11	3	200	8
101000525	101	1	20	4	40300302	1	11	2	20000	409
